year,state,county_name,candidate,candidatevotes,rn
2000,MICHIGAN,EMMET,GEORGE W. BUSH,8602,1
2000,MICHIGAN,EMMET,AL GORE,5451,2
2004,MICHIGAN,EMMET,GEORGE W. BUSH,10332,1
2004,MICHIGAN,EMMET,JOHN KERRY,6846,2
2008,MICHIGAN,EMMET,JOHN MCCAIN,9314,1
2008,MICHIGAN,EMMET,BARACK OBAMA,8515,2
2012,MICHIGAN,EMMET,MITT ROMNEY,10253,1
2012,MICHIGAN,EMMET,BARACK OBAMA,7225,2
2016,MICHIGAN,EMMET,DONALD TRUMP,10616,1
2016,MICHIGAN,EMMET,HILLARY CLINTON,6972,2
2020,MICHIGAN,EMMET,DONALD J TRUMP,12135,1
2020,MICHIGAN,EMMET,JOSEPH R BIDEN JR,9662,2
2000,NORTH DAKOTA,EMMONS,GEORGE W. BUSH,1430,1
2000,NORTH DAKOTA,EMMONS,AL GORE,405,2
2004,NORTH DAKOTA,EMMONS,GEORGE W. BUSH,1449,1
2004,NORTH DAKOTA,EMMONS,JOHN KERRY,611,2
2008,NORTH DAKOTA,EMMONS,JOHN MCCAIN,1230,1
2008,NORTH DAKOTA,EMMONS,BARACK OBAMA,546,2
2012,NORTH DAKOTA,EMMONS,MITT ROMNEY,1435,1
2012,NORTH DAKOTA,EMMONS,BARACK OBAMA,383,2
2016,NORTH DAKOTA,EMMONS,DONALD TRUMP,1677,1
2016,NORTH DAKOTA,EMMONS,HILLARY CLINTON,215,2
2020,NORTH DAKOTA,EMMONS,DONALD J TRUMP,1738,1
2020,NORTH DAKOTA,EMMONS,JOSEPH R BIDEN JR,237,2
2000,VIRGINIA,EMPORIA,AL GORE,1116,1
2000,VIRGINIA,EMPORIA,GEORGE W. BUSH,938,2
2004,VIRGINIA,EMPORIA,JOHN KERRY,1247,1
2004,VIRGINIA,EMPORIA,GEORGE W. BUSH,970,2
2008,VIRGINIA,EMPORIA,BARACK OBAMA,1702,1
2008,VIRGINIA,EMPORIA,JOHN MCCAIN,897,2
2012,VIRGINIA,EMPORIA,BARACK OBAMA,1793,1
2012,VIRGINIA,EMPORIA,MITT ROMNEY,886,2
2016,VIRGINIA,EMPORIA,HILLARY CLINTON,1530,1
2016,VIRGINIA,EMPORIA,DONALD TRUMP,789,2
2020,VIRGINIA,EMPORIA CITY,JOSEPH R BIDEN JR,816,1
2020,VIRGINIA,EMPORIA CITY,JOSEPH R BIDEN JR,796,2
2000,TEXAS,ERATH,GEORGE W. BUSH,8126,1
2000,TEXAS,ERATH,AL GORE,2804,2
2004,TEXAS,ERATH,GEORGE W. BUSH,9506,1
2004,TEXAS,ERATH,JOHN KERRY,2710,2
2008,TEXAS,ERATH,JOHN MCCAIN,10768,1
2008,TEXAS,ERATH,BARACK OBAMA,3128,2
2012,TEXAS,ERATH,MITT ROMNEY,10329,1
2012,TEXAS,ERATH,BARACK OBAMA,1965,2
2016,TEXAS,ERATH,DONALD TRUMP,11210,1
2016,TEXAS,ERATH,HILLARY CLINTON,2160,2
2020,TEXAS,ERATH,DONALD J TRUMP,13684,1
2020,TEXAS,ERATH,JOSEPH R BIDEN JR,2916,2
2000,NEW YORK,ERIE,AL GORE,240176,1
2000,NEW YORK,ERIE,GEORGE W. BUSH,160176,2
